Census Tract,Total,Poverty,TotalWhite,PovertyWhite,TotalBlack,PovertyBlack,TotalAIAN,PovertyAIAN,TotalAsian,PovertyAsian,TotalNHPI,PovertyNHPI,TotalOther,PovertyOther,TotalMixed,PovertyMixed,TotalWhiteNH,PovertyWhiteNH,TotalLatine,PovertyLatine,Inequality,pWhiteNH,pLatine,pBlack,pAIAN,pAsian,pNHPI,pOther,pMixed,pWhiteNH_poverty,pLatine_poverty,pBlack_poverty,pAIAN_poverty,pAsian_poverty,pNHPI_poverty,pOther_poverty,pMixed_poverty
6001405402,3281,586,663,144,853,124,45,0,928,263,99,55,536,0,157,0,565,129,699,15,0.4175,0.17220359646449254,0.21304480341359341,0.25998171289241084,0.013715330691862237,0.2828405973788479,0.030173727522096922,0.16336482779640354,0.047851264858274914,0.22831858407079647,0.02145922746781116,0.14536928487690504,0,0.2834051724137931,0.5555555555555556,0,0
6001405500,3873,671,1062,118,879,62,55,33,1612,444,41,0,56,0,168,14,831,101,360,45,0.4363,0.21456235476374902,0.09295120061967467,0.22695584817970565,0.014200877872450297,0.4162148205525433,0.010586108959462949,0.014459075651949394,0.043377226955848176,0.12154031287605295,0.125,0.07053469852104664,0.6,0.27543424317617865,0,0,0.08333333333333333
6001405600,3269,354,1292,145,602,76,96,0,727,97,0,0,325,23,227,13,866,78,792,90,0.4301,0.26491281737534417,0.24227592535943715,0.1841541755888651,0.029366778831446925,0.22239216885897828,0,0.09941878250229427,0.06944019577852555,0.09006928406466513,0.11363636363636363,0.12624584717607973,0,0.13342503438789546,NA,0.07076923076923076,0.05726872246696035
6001405700,3531,728,620,19,747,287,17,10,1625,256,0,0,303,67,219,89,508,19,482,146,0.4096,0.14386859246672332,0.13650523930897762,0.21155480033984708,0.004814500141602946,0.4602095723591051,0,0.08581138487680544,0.062022090059473234,0.03740157480314961,0.3029045643153527,0.38420348058902276,0.5882352941176471,0.15753846153846154,NA,0.22112211221122113,0.4063926940639269
6001405800,4330,1188,1074,135,962,373,108,0,1831,608,25,25,224,0,106,47,656,102,745,75,0.4722,0.1515011547344111,0.1720554272517321,0.22217090069284065,0.024942263279445726,0.4228637413394919,0.005773672055427252,0.051732101616628175,0.024480369515011546,0.15548780487804878,0.10067114093959731,0.38773388773388773,0,0.3320589841616603,1,0,0.44339622641509435
6001405901,4426,1241,813,87,716,371,61,18,1618,187,37,0,1111,542,70,36,163,42,1828,588,0.4572,0.0368278355173972,0.4130140081337551,0.16177135110709445,0.013782196113872571,0.36556710347943966,0.008359692724807953,0.2510167193854496,0.015815634884771803,0.25766871165644173,0.32166301969365424,0.5181564245810056,0.29508196721311475,0.11557478368355995,0,0.4878487848784879,0.5142857142857142
6001405902,2942,685,390,57,358,165,26,0,1459,384,0,0,536,60,173,19,258,29,739,93,0.4878,0.08769544527532291,0.2511896668932699,0.12168592794017676,0.008837525492861998,0.49592114208021754,0,0.18218898708361658,0.058803535010197146,0.1124031007751938,0.12584573748308525,0.46089385474860334,0,0.26319396847155585,NA,0.11194029850746269,0.10982658959537572
6001406000,3796,723,1148,106,525,103,6,0,1590,463,3,0,444,51,80,0,702,73,896,84,0.502,0.18493150684931506,0.23603793466807166,0.13830347734457324,0.0015806111696522655,0.41886195995785036,7.903055848261328e-4,0.11696522655426765,0.02107481559536354,0.10398860398860399,0.09375,0.1961904761904762,0,0.2911949685534591,0,0.11486486486486487,0
6001406100,4702,1316,1664,751,432,24,161,0,855,222,28,0,1478,289,84,30,703,52,2678,1019,0.4781,0.14951084644831986,0.5695448745214802,0.0918757975329647,0.03424074861760953,0.1818375159506593,0.005954912803062527,0.3143343258188005,0.01786473840918758,0.07396870554765292,0.3805078416728902,0.05555555555555555,0,0.2596491228070175,0,0.1955345060893099,0.35714285714285715
6001406201,4886,1246,555,20,1035,460,77,0,1422,243,18,0,1614,499,165,24,252,20,2030,480,0.4621,0.05157593123209169,0.4154727793696275,0.21182971756037658,0.015759312320916905,0.29103561195251737,0.0036839950880065493,0.3303315595579206,0.03376995497339337,0.07936507936507936,0.23645320197044334,0.4444444444444444,0,0.17088607594936708,0,0.30916976456009915,0.14545454545454545
6001406202,4639,1555,1440,366,611,235,321,156,599,0,0,0,1488,743,180,55,398,131,2875,1064,0.4561,0.08579435223108428,0.6197456348350938,0.1317094201336495,0.06919594740245742,0.12912265574477258,0,0.3207587842207372,0.0388014658331537,0.32914572864321606,0.3700869565217391,0.38461538461538464,0.48598130841121495,0,NA,0.4993279569892473,0.3055555555555556
6001406300,4383,1185,1014,212,1161,491,19,9,1061,153,0,0,815,258,313,62,553,77,1480,417,0.4867,0.12616929044033767,0.3376682637462925,0.2648870636550308,0.004334930412959161,0.24207164042892995,0,0.18594569929272187,0.07141227469769565,0.13924050632911392,0.28175675675675677,0.42291128337639966,0.47368421052631576,0.14420358152686144,NA,0.3165644171779141,0.19808306709265175
6001406400,2303,478,923,206,451,67,29,5,451,109,16,0,214,67,219,24,687,155,537,118,0.4474,0.29830655666521927,0.23317412071211463,0.19583152409900131,0.012592270950933565,0.19583152409900131,0.006947459834997829,0.09292227529309596,0.09509335649153278,0.22561863173216884,0.21973929236499068,0.14855875831485588,0.1724137931034483,0.24168514412416853,0,0.3130841121495327,0.1095890410958904
6001406500,6459,1556,1261,313,1231,292,410,121,903,288,185,0,2068,427,401,115,716,174,3319,737,0.4541,0.11085307323115033,0.5138566341538938,0.1905867781390308,0.06347731847035144,0.13980492336274966,0.028642204675646384,0.32017340145533363,0.062083913918563244,0.2430167597765363,0.22205483579391383,0.2372055239642567,0.2951219512195122,0.31893687707641194,0,0.20647969052224371,0.286783042394015
6001406601,4955,738,976,118,1042,326,107,107,1089,152,0,0,1182,0,559,35,738,103,1764,114,0.456,0.14894046417759838,0.3560040363269425,0.21029263370332996,0.021594349142280526,0.21977800201816347,0,0.23854692230070637,0.11281533804238143,0.13956639566395665,0.06462585034013606,0.31285988483685223,1,0.13957759412304868,NA,0,0.0626118067978533
6001406602,2698,405,530,139,485,62,62,26,973,52,5,0,474,114,169,12,340,51,763,216,0.4897,0.12601927353595255,0.2828020756115641,0.17976278724981468,0.022979985174203115,0.36063750926612304,0.0018532246108228317,0.17568569310600446,0.06263899184581172,0.15,0.28309305373525556,0.12783505154639174,0.41935483870967744,0.05344295991778006,0,0.24050632911392406,0.07100591715976332
6001406700,5136,300,2754,87,742,101,34,0,1059,71,0,0,258,0,289,41,2328,84,713,3,0.4421,0.4532710280373832,0.13882398753894082,0.14447040498442368,0.00661993769470405,0.20619158878504673,0,0.05023364485981308,0.05626947040498442,0.03608247422680412,0.004207573632538569,0.13611859838274934,0,0.06704438149197356,NA,0,0.14186851211072665
6001406800,3604,207,1512,45,407,115,16,0,761,22,0,0,567,19,341,6,1196,40,912,30,0.4386,0.3318534961154273,0.25305216426193117,0.11293007769145394,0.004439511653718091,0.2111542730299667,0,0.15732519422863486,0.09461709211986681,0.033444816053511704,0.03289473684210526,0.28255528255528256,0,0.02890932982917214,NA,0.03350970017636684,0.017595307917888565
6001406900,3585,275,1854,47,659,80,15,0,593,99,12,0,106,17,346,32,1697,40,356,24,0.4215,0.47336122733612274,0.099302649930265,0.18382147838214785,0.0041841004184100415,0.16541143654114365,0.0033472803347280333,0.029567642956764294,0.09651324965132496,0.02357100766057749,0.06741573033707865,0.12139605462822459,0,0.16694772344013492,0,0.16037735849056603,0.09248554913294797
6001407000,5741,975,1127,91,1188,189,119,0,1417,135,0,0,1115,395,775,165,741,86,1741,404,0.4081,0.1290715903152761,0.3032572722522209,0.2069325901410904,0.02072809615049643,0.24682111130465076,0,0.19421703535969342,0.13499390350113222,0.11605937921727395,0.23205054566341182,0.1590909090909091,0,0.09527170077628794,NA,0.3542600896860987,0.2129032258064516
6001407101,3821,1442,621,125,571,153,8,0,956,233,0,0,1586,892,79,39,188,16,2072,1045,0.4481,0.049201779638838,0.5422664224025124,0.14943732007327926,0.002093692750588851,0.2501962836953677,0,0.4150745878042397,0.020675215912064903,0.0851063829787234,0.5043436293436293,0.2679509632224168,0,0.24372384937238495,NA,0.562421185372005,0.4936708860759494
6001407102,4313,1178,611,63,1080,599,121,31,628,115,0,0,1470,318,403,52,435,63,1943,389,0.4768,0.10085787155112451,0.45049849292835614,0.2504057500579643,0.028054718293531185,0.14560630651518663,0,0.34083004869000694,0.09343844191977742,0.14482758620689656,0.2002058672156459,0.5546296296296296,0.256198347107438,0.18312101910828024,NA,0.2163265306122449,0.12903225806451613
6001407200,6940,1955,1966,901,595,129,136,25,968,175,0,0,3033,626,242,99,635,285,4532,1297,0.5088,0.0914985590778098,0.6530259365994237,0.08573487031700289,0.019596541786743516,0.13948126801152738,0,0.43703170028818444,0.034870317002881845,0.44881889763779526,0.2861871138570168,0.21680672268907564,0.18382352941176472,0.18078512396694216,NA,0.206396307286515,0.4090909090909091
6001407300,2397,513,1042,169,266,90,3,0,236,37,12,0,753,183,85,34,286,48,1519,314,0.4291,0.11931581143095536,0.6337088026700042,0.11097204839382561,0.0012515644555694619,0.098456403838130993,0.0050062578222778474,0.3141426783479349,0.03546099290780142,0.16783216783216784,0.20671494404213298,0.3383458646616541,0,0.15677966101694915,0,0.24302788844621515,0.4
6001407400,4531,1156,478,126,844,456,33,0,337,40,9,9,2518,525,312,0,80,46,3177,605,0.4339,0.01765614654601633,0.7011697197086736,0.1862723460604723,0.007283160450231737,0.0743765173250938,0.0019863164864268373,0.5557272125358641,0.0688589715294637,0.575,0.1904312244255587,0.5402843601895735,0,0.11869436201780416,1,0.2084988085782367,0
6001407500,4240,1513,528,166,1234,538,42,0,278,47,0,0,1796,633,362,129,154,33,2361,766,0.5519,0.03632075471698113,0.5568396226415094,0.2910377358490566,0.00990566037735849,0.06556603773584906,0,0.4235849056603774,0.08537735849056603,0.21428571428571427,0.32443879711986445,0.4359805510534846,0,0.16906474820143885,NA,0.3524498886414254,0.356353591160221
6001407600,6321,792,1313,119,2494,313,0,0,526,20,0,0,1309,340,679,0,1057,84,2024,375,0.4494,0.1672203765227021,0.320202499604493,0.3945578231292517,0,0.08321468122132573,0,0.2070874861572536,0.10741971207087486,0.07947019867549669,0.18527667984189725,0.12550120288692862,NA,0.03802281368821293,NA,0.2597402597402597,0
6001407700,4117,132,1531,47,1782,54,0,0,210,5,17,10,252,16,325,0,1237,47,666,0,0.386,0.3004615010930289,0.16176827787223708,0.43283944619868836,0,0.051008015545299976,0.004129220306048093,0.06120961865435997,0.07894097643915472,0.03799514955537591,0,0.030303030303030304,NA,0.023809523809523808,0.5882352941176471,0.06349206349206349,0
6001407800,1876,199,701,39,617,39,5,0,310,32,0,0,90,26,153,63,573,32,287,52,0.4324,0.3054371002132196,0.15298507462686567,0.3288912579957356,0.0026652452025586353,0.1652452025586354,0,0.04797441364605544,0.08155650319829424,0.055846422338568937,0.18118466898954705,0.06320907617504051,0,0.1032258064516129,NA,0.28888888888888886,0.4117647058823529
6001407900,2867,157,1507,58,528,55,0,0,456,44,0,0,185,0,191,0,1427,58,240,0,0.4005,0.49773282176491107,0.08371119637251483,0.18416463201953262,0,0.15905127310777817,0,0.06452738053714685,0.06662016044645971,0.04064470918009811,0,0.10416666666666667,NA,0.09649122807017543,NA,0,0
6001408000,2259,68,1407,26,221,0,12,0,420,35,2,0,72,7,125,0,1297,26,191,7,0.4329,0.5741478530323152,0.08455068614431165,0.09783089862771138,0.005312084993359893,0.18592297476759628,8.853474988933156e-4,0.03187250996015936,0.05533421868083223,0.020046260601387818,0.03664921465968586,0,0,0.08333333333333333,0,0.09722222222222222,0
6001408100,6320,234,2702,100,1506,79,0,0,1303,0,0,0,296,32,513,23,2531,82,636,50,0.4039,0.4004746835443038,0.10063291139240506,0.23829113924050632,0,0.20617088607594936,0,0.04683544303797468,0.08117088607594937,0.03239826155669696,0.07861635220125786,0.05245683930942895,NA,0,NA,0.10810810810810811,0.04483430799220273
6001408200,4545,788,1104,55,2350,517,57,0,238,28,30,0,303,90,463,98,834,46,713,120,0.5015,0.1834983498349835,0.1568756875687569,0.517051705170517,0.012541254125412541,0.05236523652365237,0.006600660066006601,0.06666666666666667,0.10187018701870187,0.05515587529976019,0.16830294530154277,0.22,0,0.11764705882352941,0,0.297029702970297,0.21166306695464362
6001408300,5021,728,1401,148,1900,364,20,0,589,14,123,0,622,178,366,24,1110,90,1107,250,0.4364,0.22107149970125473,0.2204740091615216,0.3784106751643099,0.003983270264887473,0.11730730930093607,0.024497112129057957,0.1238797052380004,0.07289384584744076,0.08108108108108109,0.22583559168925021,0.19157894736842104,0,0.023769100169779286,0,0.2861736334405145,0.06557377049180328
6001408400,3196,602,502,155,1616,331,0,0,52,0,21,8,851,107,154,1,238,57,1209,205,0.4949,0.07446808510638298,0.3782853566958698,0.5056320400500626,0,0.016270337922403004,0.006570713391739674,0.266270337922403,0.04818523153942428,0.23949579831932774,0.1695616211745244,0.20482673267326731,NA,0,0.38095238095238093,0.12573443008225618,0.006493506493506494
6001408500,5921,921,270,24,2233,357,1,1,132,0,113,0,2869,497,303,42,143,1,3153,563,0.4139,0.024151325789562573,0.5325114001013342,0.3771322411754771,1.6889039013680122e-4,0.02229353149805776,0.019084614085458536,0.4845465293024827,0.05117378821145077,0.006993006993006993,0.17856010149064383,0.15987460815047022,1,0,0,0.17323109097246428,0.13861386138613863
6001408600,7055,1640,925,15,2510,731,28,9,302,0,0,0,2856,778,434,107,212,0,3713,869,0.4565,0.030049610205527995,0.526293408929837,0.3557760453579022,0.003968816442239546,0.04280652019844082,0,0.40481927710843374,0.06151665485471297,0,0.23404255319148937,0.29123505976095615,0.32142857142857145,0,NA,0.27240896358543415,0.2465437788018433
6001408700,7872,1626,1296,300,3279,754,21,0,181,2,0,0,2398,423,697,147,660,266,3565,584,0.4167,0.08384146341463415,0.4528709349593496,0.4165396341463415,0.0026676829268292685,0.022992886178861787,0,0.3046239837398374,0.08854166666666667,0.403030303030303,0.1638148667601683,0.2299481549252821,0,0.011049723756906077,NA,0.17639699749791493,0.2109038737446198
6001408800,7103,2518,727,428,2718,1409,36,0,308,130,315,17,2866,483,133,51,387,330,3334,632,0.4956,0.05448402083626637,0.46937913557651695,0.3826552161058708,0.005068281008024778,0.0433619597353231,0.04434745882021681,0.40349148247219485,0.01872448261298043,0.8527131782945736,0.1895620875824835,0.5183958793230317,0,0.42207792207792205,0.05396825396825397,0.16852756454989531,0.38345864661654133
6001408900,3520,831,506,93,853,191,0,0,162,70,35,7,1806,418,158,52,175,0,2312,524,0.5688,0.04971590909090909,0.6568181818181819,0.24232954545454546,0,0.04602272727272727,0.009943181818181818,0.5130681818181818,0.044886363636363634,0,0.22664359861591696,0.223915592028136,NA,0.43209876543209874,0.2,0.23145071982281284,0.3291139240506329
6001409000,4572,992,432,26,1638,663,48,0,221,3,6,0,2019,289,208,11,94,7,2394,308,0.4006,0.020559930008748905,0.5236220472440944,0.35826771653543305,0.010498687664041995,0.048337707786526685,0.0013123359580052493,0.4416010498687664,0.045494313210848646,0.07446808510638298,0.1286549707602339,0.40476190476190477,0,0.013574660633484163,0,0.1431401684001981,0.052884615384615384
6001409100,2465,370,696,32,726,225,126,0,109,0,0,0,609,8,199,105,49,16,1450,24,0.3665,0.019878296146044624,0.5882352941176471,0.29452332657200814,0.051115618661257606,0.044219066937119675,0,0.24705882352941178,0.08073022312373225,0.32653061224489793,0.016551724137931035,0.30991735537190085,0,0,NA,0.013136288998357963,0.5276381909547738
6001409200,3657,513,372,20,1171,109,26,0,246,0,0,0,1519,314,323,70,93,20,2079,389,0.3805,0.02543068088597211,0.5684987694831829,0.3202078206179929,0.007109652720809406,0.06726825266611977,0,0.4153677878042111,0.0883237626469784,0.21505376344086022,0.18710918710918711,0.09308283518360376,0,0,NA,0.20671494404213298,0.21671826625386997
6001409300,5294,1666,922,26,1312,430,0,0,148,0,27,8,2688,1177,197,25,249,26,3455,1202,0.4538,0.04703437854174537,0.6526256139025312,0.24782772950510012,0,0.027956176803928975,0.005100113335851908,0.5077446165470344,0.037211938043067626,0.10441767068273092,0.34790159189580316,0.3277439024390244,NA,0,0.2962962962962963,0.43787202380952384,0.12690355329949238
6001409400,4716,1537,987,286,800,70,0,0,443,40,15,15,2303,1058,168,68,216,139,3263,1259,0.4614,0.04580152671755725,0.6918999151823579,0.16963528413910092,0,0.09393553859202715,0.0031806615776081423,0.48833757421543683,0.035623409669211195,0.6435185185185185,0.38584125038308303,0.0875,NA,0.09029345372460497,1,0.4594007815892314,0.40476190476190477
6001409500,4128,1202,910,237,1050,354,105,16,69,41,83,0,1801,554,110,0,173,38,2678,782,0.5063,0.04190891472868217,0.6487403100775194,0.2543604651162791,0.025436046511627907,0.016715116279069766,0.020106589147286823,0.4362887596899225,0.026647286821705425,0.21965317919075145,0.29200896191187453,0.33714285714285713,0.1523809523809524,0.5942028985507246,0,0.3076068850638534,0
6001409600,4973,1028,515,0,1651,591,13,2,232,124,36,0,2432,311,94,0,158,0,2837,320,0.4155,0.031771566458877944,0.5704805952141564,0.3319927609089081,0.0026141162276291977,0.04665192036999799,0.007239091091896239,0.48904082043032376,0.018902071184395738,0,0.11279520620373634,0.3579648697758934,0.15384615384615385,0.5344827586206896,0,0.1278782894736842,0
6001409700,4909,774,796,191,1577,388,0,0,94,5,26,9,2086,49,330,132,177,93,2819,192,0.3866,0.036056223263393763,0.5742513750254634,0.32124668975351395,0,0.019148502750050925,0.005296394377673661,0.42493379507027906,0.06722346710124262,0.5254237288135594,0.06810925860234125,0.24603677869372226,NA,0.05319148936170213,0.34615384615384615,0.02348993288590604,0.4
6001409800,3500,605,914,43,1972,531,10,0,285,9,0,0,120,22,199,0,708,35,436,9,0.4421,0.2022857142857143,0.12457142857142857,0.5634285714285714,0.002857142857142857,0.08142857142857143,0,0.03428571428571429,0.056857142857142856,0.04943502824858757,0.020642201834862386,0.26926977687626774,0,0.031578947368421054,NA,0.18333333333333332,0
6001409900,3572,264,1207,77,1650,140,11,11,265,0,0,0,68,0,371,36,1045,60,291,64,0.4725,0.2925531914893617,0.0814669652855543,0.46192609182530797,0.003079507278835386,0.07418812989921612,0,0.019036954087346025,0.10386338185890258,0.05741626794258373,0.21993127147766323,0.08484848484848485,1,0,NA,0,0.09703504043126684
6001410000,3242,111,1054,22,1311,12,8,0,158,68,29,0,111,0,571,9,935,22,300,0,0.3841,0.28840222085132633,0.09253547193090685,0.4043800123380629,0.0024676125848241827,0.048735348550277606,0.008945095619987662,0.03423812461443553,0.17612584824182603,0.023529411764705882,0,0.009153318077803204,0,0.43037974683544306,0,0,0.01576182136602452
6001410100,2667,457,387,51,1513,334,0,0,129,51,14,0,266,6,358,15,330,49,468,2,0.4386,0.12373453318335208,0.17547806524184478,0.5673040869891264,0,0.048368953880764905,0.005249343832020997,0.09973753280839895,0.13423322084739409,0.1484848484848485,0.004273504273504274,0.22075346992729677,NA,0.3953488372093023,0,0.022556390977443608,0.04189944134078212
6001410200,3630,610,215,14,2179,286,31,0,104,47,86,86,913,160,102,17,53,4,1279,187,0.4106,0.014600550964187328,0.35234159779614327,0.6002754820936639,0.008539944903581268,0.02865013774104683,0.023691460055096418,0.2515151515151515,0.02809917355371901,0.07547169811320754,0.1462079749804535,0.1312528682882056,0,0.4519230769230769,1,0.17524644030668127,0.16666666666666666
6001410300,3857,822,996,149,966,236,38,3,133,15,51,13,1441,377,232,29,83,8,2527,495,0.4078,0.02151931553020482,0.6551724137931034,0.25045372050816694,0.009852216748768473,0.034482758620689655,0.01322271195229453,0.37360642986777287,0.06015037593984962,0.0963855421686747,0.1958844479620103,0.2443064182194617,0.07894736842105263,0.11278195488721804,0.2549019607843137,0.26162387231089523,0.125
6001410400,4475,557,814,128,1503,187,123,0,486,38,23,0,1376,204,150,0,286,29,2136,303,0.4247,0.06391061452513966,0.4773184357541899,0.3358659217877095,0.027486033519553074,0.10860335195530726,0.005139664804469274,0.30748603351955306,0.0335195530726257,0.10139860139860139,0.14185393258426968,0.12441783100465735,0,0.07818930041152264,0,0.14825581395348839,0
6001410500,2705,1045,547,300,1663,619,7,0,294,83,24,3,110,23,60,17,403,185,266,138,0.5813,0.14898336414048058,0.09833641404805915,0.6147874306839187,0.002587800369685767,0.10868761552680221,0.0088724584103512,0.04066543438077634,0.022181146025878003,0.45905707196029777,0.518796992481203,0.37221888153938665,0,0.282312925170068,0.125,0.20909090909090908,0.2833333333333333
6001420100,2440,37,1601,12,11,0,10,0,512,10,0,0,46,4,260,11,1506,12,192,4,0.3977,0.6172131147540983,0.07868852459016394,0.004508196721311476,0.004098360655737705,0.2098360655737705,0,0.018852459016393444,0.10655737704918032,0.00796812749003984,0.020833333333333332,0,0,0.01953125,NA,0.08695652173913043,0.04230769230769231
6001420200,3288,234,1306,64,186,0,18,14,1279,154,0,0,194,0,305,2,1183,33,386,33,0.3729,0.35979318734793186,0.11739659367396593,0.05656934306569343,0.005474452554744526,0.3889902676399027,0,0.05900243309002433,0.09276155717761557,0.027895181741335588,0.08549222797927461,0,0.7777777777777778,0.12040656763096169,NA,0,0.006557377049180328
6001420300,4962,325,1741,42,195,0,60,0,2007,137,52,29,662,117,245,0,1475,33,774,126,0.4295,0.2972591696896413,0.15598548972188633,0.039298669891172915,0.012091898428053204,0.40447400241837966,0.010479645304312777,0.13341394598952036,0.04937525191455058,0.022372881355932205,0.16279069767441862,0,0,0.06826108619830593,0.5576923076923077,0.17673716012084592,0
6001420400,3062,865,1298,400,37,37,45,0,935,228,13,0,301,166,433,34,971,237,912,348,0.5533,0.3171129980404964,0.29784454604833444,0.012083605486610059,0.014696276943174396,0.3053559764859569,0.004245591116917048,0.09830176355323318,0.14141084258654474,0.24407826982492276,0.3815789473684211,1,0,0.24385026737967913,0,0.5514950166112956,0.07852193995381063
6001420500,2516,156,1364,68,119,70,27,0,539,18,0,0,163,0,304,0,1308,68,286,0,0.4316,0.519872813990461,0.1136724960254372,0.0472972972972973,0.010731319554848967,0.21422893481717012,0,0.06478537360890302,0.12082670906200318,0.05198776758409786,0,0.5882352941176471,0,0.03339517625231911,NA,0,0
6001420600,3436,135,2478,90,23,0,0,0,502,38,19,0,93,0,321,7,2283,79,400,11,0.3923,0.6644353899883586,0.11641443538998836,0.00669383003492433,0,0.14610011641443538,0.005529685681024447,0.027066356228172293,0.09342258440046566,0.0346035917652212,0.0275,0,NA,0.07569721115537849,0,0,0.021806853582554516
6001421100,2084,47,1738,47,36,0,0,0,223,0,7,0,7,0,73,0,1633,5,123,42,0.3602,0.7835892514395394,0.059021113243762,0.01727447216890595,0,0.10700575815738964,0.0033589251439539347,0.0033589251439539347,0.03502879078694818,0.003061849357011635,0.34146341463414637,0,NA,0,0,0,0
6001421200,3594,73,2726,45,48,0,4,0,364,28,0,0,66,0,386,0,2619,45,148,0,0.5178,0.7287145242070117,0.041179744017807454,0.01335559265442404,0.0011129660545353367,0.10127991096271564,0,0.018363939899833055,0.10740122426266,0.01718213058419244,0,0,0,0.07692307692307693,NA,0,0
6001421300,3825,117,3079,76,37,0,0,0,340,0,8,0,82,0,279,41,3019,68,142,8,0.4031,0.7892810457516339,0.03712418300653595,0.009673202614379085,0,0.08888888888888889,0.0020915032679738564,0.021437908496732026,0.07294117647058823,0.022524014574362372,0.056338028169014086,0,NA,0,0,0,0.14695340501792115
6001421400,1634,112,1228,55,30,11,7,2,211,40,4,0,33,4,121,0,1199,47,105,12,0.4286,0.7337821297429621,0.06425948592411261,0.01835985312117503,0.004283965728274173,0.1291309669522644,0.0024479804161566705,0.020195838433292534,0.0740514075887393,0.03919933277731443,0.11428571428571428,0.36666666666666664,0.2857142857142857,0.1895734597156398,0,0.12121212121212122,0
6001421500,3663,109,2920,81,88,17,0,0,434,0,11,11,93,0,117,0,2861,81,163,0,0.4427,0.7810537810537811,0.0444990444990445,0.024024024024024024,0,0.11848211848211848,0.003003003003003003,0.025389025389025387,0.03194103194103194,0.028311779098217405,0,0.19318181818181818,NA,0,1,0,0
6001421600,3603,206,2756,128,112,0,0,0,466,59,20,0,32,19,217,0,2658,97,144,50,0.4456,0.7377185678601166,0.03996669442131557,0.031085206772134333,0,0.12933666389120177,0.005550929780738274,0.008881487649181239,0.06022758812101027,0.036493604213694505,0.3472222222222222,0,NA,0.12660944206008584,0,0.59375,0
6001421700,3492,537,2529,313,23,11,44,0,631,120,0,0,126,69,139,24,2383,288,323,94,0.5171,0.6824169530355098,0.0924971363115693,0.006586483390607102,0.012600229095074456,0.1806987399770905,0,0.03608247422680412,0.03980526918671248,0.12085606378514478,0.29102167182662536,0.4782608695652174,0,0.1901743264659271,NA,0.5476190476190477,0.17266187050359713
6001421800,2136,142,1648,78,36,11,6,1,300,19,0,0,5,0,141,33,1595,68,65,10,0.4317,0.7467228464419475,0.030430711610486893,0.016853932584269662,0.0028089887640449437,0.1404494382022472,0,0.0023408239700374533,0.06601123595505617,0.042633228840125395,0.15384615384615385,0.3055555555555556,0.16666666666666666,0.06333333333333334,NA,0,0.23404255319148937
6001421900,4166,170,2635,74,248,8,5,0,741,61,7,0,143,18,387,9,2345,74,442,9,0.3951,0.5628900624099856,0.10609697551608258,0.05952952472395583,0.001200192030724916,0.17786845895343256,0.0016802688430148825,0.034325492078732596,0.0928948631781085,0.03155650319829424,0.020361990950226245,0.03225806451612903,0,0.08232118758434548,0,0.1258741258741259,0.023255813953488372
6001422000,2141,368,1463,208,223,129,2,0,176,7,0,0,31,0,246,24,1387,197,144,19,0.4474,0.6478281177020084,0.06725829051844932,0.10415693601120972,9.341429238673517e-4,0.08220457730032694,0,0.014479215319943952,0.11489957963568426,0.14203316510454217,0.13194444444444445,0.57847533632287,0,0.03977272727272727,NA,0,0.0975609756097561
6001422100,3057,156,1568,75,394,15,101,0,375,23,0,0,434,31,185,12,1429,75,642,31,0.4651,0.4674517500817795,0.2100098135426889,0.12888452731436048,0.03303892705266601,0.12266928361138371,0,0.14196925089957474,0.06051684658161596,0.052484254723582924,0.048286604361370715,0.03807106598984772,0,0.06133333333333333,NA,0.07142857142857142,0.06486486486486487
6001422200,3237,328,2025,159,171,41,29,0,511,85,19,0,33,0,449,43,1714,151,529,8,0.4418,0.5295026258881681,0.16342292245906703,0.05282669138090825,0.008958912573370404,0.15786221810318196,0.005869632375656472,0.010194624652455977,0.13870868087735558,0.088098016336056,0.015122873345935728,0.23976608187134502,0,0.16634050880626222,0,0,0.0957683741648107
6001422300,3635,519,2336,231,105,25,6,0,778,211,8,8,32,16,370,28,2192,195,313,60,0.5561,0.6030261348005502,0.08610729023383769,0.02888583218707015,0.0016506189821182944,0.2140302613480055,0.002200825309491059,0.008803301237964236,0.10178817056396149,0.08895985401459854,0.19169329073482427,0.23809523809523808,0,0.2712082262210797,1,0.5,0.07567567567567568
6001422400,4487,1113,2345,346,56,18,0,0,1691,697,0,0,152,15,243,37,1886,311,616,50,0.4602,0.4203253844439492,0.1372854914196568,0.0124804992199688,0,0.37686650323155785,0,0.03387564073991531,0.05415645197236461,0.16489925768822905,0.08116883116883117,0.32142857142857145,NA,0.4121821407451212,NA,0.09868421052631579,0.1522633744855967
